Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN5683819-1,    23.4139,   -59.88,    11.2088,   178.16,    21.3817,    64.62,          0,     0.00,    9.72879,    -3.39,    23.4147,   120.11,    11.2097,    -1.86,    21.3822,  -115.39,          0,     0.00,    9.72889,   176.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6900591-27,    8.40408,   -59.59,          0,     0.00,          0,     0.00,          0,     0.00,    8.40408,   -59.59,    8.40436,   120.40,          0,     0.00,          0,     0.00,          0,     0.00,    8.40436,   120.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6198050-1,    2.09335,   -60.01,          0,     0.00,          0,     0.00,          0,     0.00,    2.09335,   -60.01,    2.09359,   119.96,          0,     0.00,          0,     0.00,          0,     0.00,    2.09359,   119.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5775368-1,    3.73402,  -175.74,          0,     0.00,          0,     0.00,          0,     0.00,    3.73402,  -175.74,    3.73416,     4.25,          0,     0.00,          0,     0.00,          0,     0.00,    3.73416,     4.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5591284-2,    1.29478,   -59.18,  0.0113949,   -73.59,    5.89967,    65.03,          0,     0.00,    5.27446,    53.24,    1.29532,   120.74, 0.00943927,   106.42,    5.90001,  -114.99,          0,     0.00,    5.27448,  -126.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6134514-1,    57.6113,   -59.17,     73.427,   178.29,    68.0137,    64.34,          0,     0.00,     20.111,   135.77,    57.6115,   120.83,    73.4272,    -1.71,    68.0138,  -115.66,          0,     0.00,     20.111,   -44.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5561440-3,   0.850565,    65.35,          0,     0.00,          0,     0.00,          0,     0.00,   0.850565,    65.35,   0.850656,  -114.67,          0,     0.00,          0,     0.00,          0,     0.00,   0.850656,  -114.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6198013-1,   0.776547,   -55.32,    39.4143,  -176.84, 0.00343398,   166.58,          0,     0.00,    39.0172,  -175.87,   0.776947,   124.57,    39.4147,     3.16,   0.001899,   -13.42,          0,     0.00,    39.0172,     4.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5804789-1,    19.1142,    66.52,          0,     0.00,          0,     0.00,          0,     0.00,    19.1142,    66.52,    19.1144,  -113.48,          0,     0.00,          0,     0.00,          0,     0.00,    19.1144,  -113.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.V9109_48332_SW,    1.79536,   -59.41,          0,     0.00,          0,     0.00,          0,     0.00,    1.79536,   -59.41,    1.79536,   120.59,          0,     0.00,          0,     0.00,          0,     0.00,    1.79536,   120.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6140776-1,    1.79533,   -59.40,          0,     0.00,          0,     0.00,          0,     0.00,    1.79533,   -59.40,    1.79536,   120.59,          0,     0.00,          0,     0.00,          0,     0.00,    1.79536,   120.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5714045-1,   0.880118,    66.45,          0,     0.00,          0,     0.00,          0,     0.00,   0.880118,    66.45,   0.880493,  -113.64,          0,     0.00,          0,     0.00,          0,     0.00,   0.880493,  -113.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502544-1,    21.7421,   -59.52,          0,     0.00,          0,     0.00,          0,     0.00,    21.7421,   -59.52,    21.7422,   120.48,          0,     0.00,          0,     0.00,          0,     0.00,    21.7422,   120.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6129680-3,   0.751852,   -59.30,          0,     0.00,          0,     0.00,          0,     0.00,   0.751852,   -59.30,   0.751999,   120.66,          0,     0.00,          0,     0.00,          0,     0.00,   0.751999,   120.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532758-3,    58.0288,   -59.72,     69.689,   178.13,    42.4058,    64.79,          0,     0.00,     24.257,  -157.01,    58.0297,   120.28,      69.69,    -1.87,    42.4063,  -115.22,          0,     0.00,    24.2569,    22.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411391-1,    1.27919,   -55.64,          0,     0.00,          0,     0.00,          0,     0.00,    1.27919,   -55.64,    1.27964,   124.28,          0,     0.00,          0,     0.00,          0,     0.00,    1.27964,   124.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744331-1,    2.17968,    64.45,          0,     0.00,          0,     0.00,          0,     0.00,    2.17968,    64.45,    2.17982,  -115.56,          0,     0.00,          0,     0.00,          0,     0.00,    2.17982,  -115.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895767-1,   0.766332,   -59.71,          0,     0.00,          0,     0.00,          0,     0.00,   0.766332,   -59.71,   0.766682,   120.19,          0,     0.00,          0,     0.00,          0,     0.00,   0.766682,   120.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5776669-2,    7.38948,   -58.38,          0,     0.00,          0,     0.00,          0,     0.00,    7.38948,   -58.38,    7.38952,   121.62,          0,     0.00,          0,     0.00,          0,     0.00,    7.38952,   121.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624374-1,   0.853997,    68.73,          0,     0.00,          0,     0.00,          0,     0.00,   0.853997,    68.73,    0.85439,  -111.37,          0,     0.00,          0,     0.00,          0,     0.00,    0.85439,  -111.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653488-1,    23.4111,   -59.86,    12.6081,   178.18,    21.9575,    64.64,          0,     0.00,    8.55815,    -0.03,    23.4115,   120.14,    12.6087,    -1.82,    21.9578,  -115.36,          0,     0.00,    8.55819,   179.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5714063-3,    285.411,   -48.62,    241.546,  -168.68,    195.401,    81.34,          0,     0.00,    70.9149,  -105.33,    285.412,   131.38,    241.546,    11.32,    195.401,   -98.66,          0,     0.00,    70.9149,    74.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6025724-2,   0.856157,    64.70,          0,     0.00,          0,     0.00,          0,     0.00,   0.856157,    64.70,   0.856207,  -115.31,          0,     0.00,          0,     0.00,          0,     0.00,   0.856207,  -115.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5623404-1,    1.43895,    65.60,          0,     0.00,          0,     0.00,          0,     0.00,    1.43895,    65.60,    1.43928,  -114.45,          0,     0.00,          0,     0.00,          0,     0.00,    1.43928,  -114.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5745257-1,     396.05,   -50.12,    372.606,  -171.70,    243.533,    78.44,          0,     0.00,    136.185,  -118.98,    396.051,   129.88,    372.607,     8.30,    243.533,  -101.56,          0,     0.00,    136.185,    61.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562940-1,    2.07406,   -59.85,          0,     0.00,          0,     0.00,          0,     0.00,    2.07406,   -59.85,    2.07419,   120.13,          0,     0.00,          0,     0.00,          0,     0.00,    2.07419,   120.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5479790-1,    11.6155,   -59.57,          0,     0.00,          0,     0.00,          0,     0.00,    11.6155,   -59.57,    11.6162,   120.42,          0,     0.00,          0,     0.00,          0,     0.00,    11.6162,   120.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6258443-1,    24.5088,   -59.02,    60.7107,   178.19,    47.8493,    64.23,          0,     0.00,    36.3139,   138.65,    24.5092,   120.98,    60.7112,    -1.81,    47.8495,  -115.78,          0,     0.00,    36.3138,   -41.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5985365-1,     2.8953,    69.90,          0,     0.00,          0,     0.00,          0,     0.00,     2.8953,    69.90,    2.89598,  -110.15,          0,     0.00,          0,     0.00,          0,     0.00,    2.89598,  -110.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5503480-1,    349.418,   -49.43,    325.724,  -171.06,    226.341,    79.32,          0,     0.00,    107.413,  -119.30,    349.418,   130.56,    325.725,     8.94,    226.341,  -100.68,          0,     0.00,    107.413,    60.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6137084-2, 0.00126413,    44.98,          0,     0.00,          0,     0.00,          0,     0.00, 0.00126413,    44.98, 3.63798E-012,   180.00,          0,     0.00,          0,     0.00,          0,     0.00, 3.63798E-012,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017312-1,    6.30208,   179.90,          0,     0.00,          0,     0.00,          0,     0.00,    6.30208,   179.90,    6.30225,    -0.10,          0,     0.00,          0,     0.00,          0,     0.00,    6.30225,    -0.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6073575-3,    59.6584,   -59.45,    14.8699,   179.17,    31.7268,    65.02,          0,     0.00,    36.5303,   -37.83,    59.6587,   120.55,    14.8702,    -0.83,     31.727,  -114.98,          0,     0.00,    36.5303,   142.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5758684-1,     1.2978,   -59.80,          0,     0.00,          0,     0.00,          0,     0.00,     1.2978,   -59.80,     1.2981,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,     1.2981,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532787-1,    1.43877,   177.99,          0,     0.00,          0,     0.00,          0,     0.00,    1.43877,   177.99,    1.43911,    -2.06,          0,     0.00,          0,     0.00,          0,     0.00,    1.43911,    -2.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138606-1,    1.43938,    65.67,          0,     0.00,          0,     0.00,          0,     0.00,    1.43938,    65.67,     1.4399,  -114.40,          0,     0.00,          0,     0.00,          0,     0.00,     1.4399,  -114.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744329-1,   0.875206,    66.51,          0,     0.00,          0,     0.00,          0,     0.00,   0.875206,    66.51,   0.875504,  -113.56,          0,     0.00,          0,     0.00,          0,     0.00,   0.875504,  -113.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
